WarriorII,109.16374,98.46889,171.0501,165.47322,135.43405,162.81394,137.36099,177.47416
WarriorII,94.32089,102.90372,163.85192,167.75653,146.88139,111.26479,174.14914,120.05978
WarriorII,173.51375,128.89021,179.17209,147.71726,139.6782,155.1563,62.80917,146.05372
WarriorII,103.01177,111.71848,173.95351,168.40464,135.33932,94.27293,176.26688,105.8362
WarriorII,101.32453,107.14335,178.93828,173.22611,137.61739,105.79311,175.13979,103.1742
WarriorII,111.34736,85.67321,179.18464,172.20854,72.49576,123.44395,95.9191,177.15509
WarriorII,84.63414,71.6956,177.63533,173.93519,124.78626,137.41409,131.34868,176.04591
WarriorII,124.66373,99.21428,174.59029,176.66917,83.33023,120.93097,109.51804,177.61313
WarriorII,91.12586,90.36659,170.65942,163.82895,128.96494,98.11874,168.26486,100.37805
WarriorII,99.65591,102.22205,179.19554,179.25642,117.73432,84.90477,178.96807,100.29015
WarriorII,165.21174,176.65396,167.37286,162.30984,108.04549,136.2776,101.73885,169.33239
WarriorII,140.74926,144.7835,179.25815,177.98884,100.55656,104.2947,173.77646,111.75456
WarriorII,96.54397,86.604,167.84622,160.46376,143.23995,110.93223,172.82148,118.95961
WarriorII,95.81188,97.15971,172.36481,175.45469,139.66619,103.42339,174.72332,110.40054
WarriorII,83.01665,99.04205,174.58565,173.20394,126.17833,89.54332,179.96217,98.55004
WarriorII,94.34625,97.67864,169.66794,177.41151,131.47435,96.03643,175.2095,101.13083
WarriorII,168.7591,168.81011,163.01488,165.01829,125.10931,98.0404,178.91434,103.39874
WarriorII,93.63621,118.87255,176.87626,179.96587,132.08705,155.89004,135.79009,167.28987
WarriorII,91.42839,100.72751,175.1811,174.5314,90.5807,109.63378,101.85933,176.7557
WarriorII,96.1597,108.14938,170.28296,166.02128,143.60657,113.49366,174.77688,126.49676
WarriorII,92.05822,101.00412,173.55671,176.20441,126.40761,91.88225,177.7401,95.96184
WarriorII,107.85426,98.56842,171.45306,168.8754,119.20223,152.49873,123.59806,176.06937
WarriorII,90.73695,91.09206,176.81741,162.0695,148.57931,112.03037,173.69731,127.89291
WarriorII,100.92924,107.49688,172.97134,178.29822,130.16754,86.31647,174.92245,92.03063
WarriorII,83.29198,102.18275,168.47406,162.02758,126.19698,83.00472,179.60331,102.53314
WarriorII,111.92816,87.16917,179.04928,175.29318,89.29793,130.17919,115.10004,176.53257
WarriorII,74.99875,82.198,151.46517,144.80162,72.23923,114.13245,77.45128,174.80724
WarriorII,111.80424,93.11399,173.14216,171.8146,88.24773,135.99021,98.86209,173.88069
WarriorII,98.83023,101.85469,176.91302,175.86616,104.85134,130.16219,100.12028,176.15544
