Tree,42.90871,32.75178,34.95682,24.7125,175.45373,116.01941,179.77732,21.87298
Tree,42.8949,31.94915,32.98696,21.22671,174.79193,116.9282,179.41279,23.9665
Tree,39.75938,31.26554,34.25775,19.2728,173.78555,117.71677,178.88746,24.56163
Tree,40.45627,31.39878,30.91105,19.48178,173.58985,117.45438,179.71354,22.19711
Tree,39.37709,29.32634,31.77549,18.63786,173.49553,116.59174,179.68574,20.62051
Tree,28.85401,24.36225,38.0019,15.38479,174.13406,117.7112,179.13861,23.66661
Tree,27.5928,25.99349,40.1231,16.20156,174.31228,118.32794,178.29564,22.10458
Tree,29.15333,27.8025,41.43434,13.09009,173.32462,118.30685,179.8054,24.08632
Tree,31.03034,29.21832,40.35734,12.16394,173.44116,118.36218,179.83513,23.70719
Tree,24.89037,27.2336,45.97122,14.37114,173.54467,119.51417,177.74761,25.39028
Tree,23.22393,28.00062,46.35049,10.8368,174.59354,120.52536,179.14552,24.0679
Tree,15.62133,27.34177,48.66755,10.07458,173.87205,121.89903,179.72807,24.2979
Tree,14.25638,26.89461,52.35807,8.32379,174.19104,122.64807,179.8846,23.8027
Tree,0.11557,32.53124,59.05678,0.16812,173.38148,123.13247,177.34074,26.88024
Tree,8.38905,36.26276,62.11148,4.02256,173.63019,123.38009,176.57956,26.57143
Tree,32.62804,50.62496,85.02135,11.36461,172.43511,121.94278,178.15097,26.92257
Tree,33.1265,57.50451,84.78744,14.33553,174.11672,122.42741,176.7026,25.79477
Tree,61.10544,70.1008,100.75487,32.78817,175.42268,123.00648,176.71847,27.68243
Tree,72.83918,88.12834,112.65653,50.6954,176.00258,124.15394,176.2426,29.38693
Tree,108.33607,106.08239,144.54132,68.99013,175.56016,124.38493,176.07948,29.94399
Tree,112.48053,109.43476,146.45452,74.77574,175.59093,124.97314,177.99523,35.18863
Tree,119.81458,113.58519,151.34235,81.46834,177.2075,126.15401,176.3243,29.80586
Tree,134.74301,114.43506,163.78624,81.616,177.26185,127.82069,176.48921,31.25617
Tree,144.59021,119.93638,176.33811,86.5211,178.39171,128.23508,174.7585,33.22911
Tree,167.75719,147.99116,158.98232,120.391,178.0288,131.1224,175.22257,41.70443
Tree,167.17187,152.22607,163.75751,126.35005,176.41183,130.55864,174.87842,36.8999
Tree,167.65177,159.23033,171.321,135.83008,179.34964,131.15854,174.38063,38.85993
Tree,164.67016,165.74522,178.85882,152.94912,177.67789,134.22204,173.45504,31.55545
Tree,162.94202,171.87766,174.43171,165.90849,176.38597,134.31645,174.68539,30.82366
Tree,164.66884,172.87628,174.75273,170.09138,178.32145,134.94606,171.59361,22.29994
Tree,166.28014,178.42668,178.04641,173.47242,179.03179,135.2885,171.14061,22.80304
Tree,166.41066,169.3907,175.41197,159.67751,179.40579,134.51158,171.08102,22.33923
Tree,30.22383,33.85739,25.55146,18.28816,127.65023,173.0558,34.6853,163.17718
Tree,19.49967,34.28163,31.22938,17.06464,133.13728,173.60297,56.03823,163.35597
Tree,7.20763,33.47246,41.75571,26.01661,125.58697,176.93707,23.91966,171.08257
Tree,8.46057,30.67062,49.68708,29.71149,175.65968,137.52922,176.77384,60.46242
Tree,4.00734,29.98441,52.02215,34.03184,177.62068,120.18182,176.65407,29.37623
Tree,5.40576,30.18562,58.76484,38.80377,172.1121,124.46753,178.60719,55.35744
Tree,0.07914,34.88692,60.47973,63.72714,124.09452,155.06592,45.02029,129.7242
Tree,0.90071,30.3438,58.26351,40.78033,177.00256,123.76547,173.32367,36.87125
Tree,3.84616,28.84087,63.51395,43.70408,176.54142,131.15798,176.80556,32.70967
Tree,5.41606,30.42451,137.6751,46.09954,175.24552,129.59066,165.89364,26.43397
Tree,12.16601,30.14732,60.61004,47.18774,178.93479,129.26783,171.34694,30.76049
Tree,8.11816,29.07944,119.20311,47.71203,179.6955,126.6047,173.06065,30.09363
Tree,5.79446,29.79321,97.50451,48.80186,178.90757,127.52481,171.74507,29.87955
Tree,16.45874,29.27139,52.77267,49.8236,177.98132,125.24227,174.54471,35.63437
Tree,12.5517,25.95201,52.6351,51.81621,179.98296,126.09388,175.03651,33.15679
Tree,6.56453,23.53154,31.82249,41.02883,178.2482,131.75115,176.91104,35.92063
Tree,18.6238,27.12981,68.74472,44.30968,179.8554,128.84593,174.04013,41.07931
Tree,16.09806,28.49597,69.50298,52.04405,178.16378,132.43663,177.07002,40.15322
Tree,1.58956,31.56648,152.60171,44.77228,178.04748,130.72348,173.88976,35.49401
Tree,5.87959,21.48319,173.88282,32.43759,177.20258,138.34161,179.95786,34.2298
Tree,38.43258,45.62922,32.63886,29.32981,176.44665,133.68374,179.5571,39.33596
Tree,66.73384,51.39236,69.21928,42.58175,178.62579,137.7798,179.96405,32.46513
Tree,62.42212,62.1025,43.40995,42.51255,178.91844,131.84019,178.89555,34.68383
Tree,66.19155,71.78086,65.83393,53.48304,176.7201,137.24555,179.96506,39.2992
Tree,68.06664,72.69232,68.05873,51.64226,177.47186,138.9373,179.60283,34.58494
Tree,68.88733,80.35097,74.70272,54.66814,174.18222,142.35675,178.46583,30.19456
Tree,89.38906,78.11467,107.57257,58.74124,177.6315,147.96236,179.14842,43.30777
Tree,86.81131,73.72593,153.13038,111.14067,178.51228,141.75426,177.44374,45.54527
Tree,81.81292,77.13111,171.13121,166.70152,176.12468,145.95362,177.66197,50.29423
Tree,48.76244,84.63798,169.52353,170.28142,175.82136,150.60522,175.28366,44.26417
Tree,68.02103,140.37358,168.12822,147.09688,177.63468,157.38684,176.43207,35.69856
Tree,22.33936,146.16099,141.21697,136.69194,177.9839,156.63296,174.93759,38.3543
Tree,156.95006,146.86325,107.42566,144.96396,178.65438,162.16889,175.39759,37.44916
Tree,18.05978,149.72606,154.89279,151.33747,177.45367,166.30452,170.15592,35.88401
Tree,164.17388,155.98814,131.03762,159.64284,177.22161,163.77608,170.37857,36.82693
Tree,38.94434,159.32416,153.69996,169.81586,175.90562,166.05119,168.07725,37.65781
Tree,169.35724,160.62793,154.63221,172.9025,174.69381,168.0771,166.54062,34.19471
