WarriorIII,128.04919,50.89694,46.77406,86.85607,57.29622,3.94313,118.36218,25.77169
WarriorIII,51.32164,115.85271,49.24315,34.78157,159.59344,86.93233,192.50133,83.94965
WarriorIII,119.53198,55.81163,42.06127,52.67018,151.62671,105.93091,180.41471,116.79077
WarriorIII,141.67023,165.15078,65.2268,128.00006,2.60876,12.05412,126.8244,112.99718
WarriorIII,153.75008,161.06822,64.07536,174.77583,192.01588,46.48592,198.62236,24.87998
WarriorIII,154.75624,155.45823,157.93435,46.955,172.24785,30.08635,174.13461,47.33665
WarriorIII,139.25952,172.35251,123.21183,10.22701,177.78854,12.40812,158.79921,54.85742
WarriorIII,141.7832,177.09645,11.74168,6.89394,195.28048,1.3497,171.24817,76.65261
WarriorIII,168.95422,157.83653,110.83187,59.47526,176.53,41.556,196.02212,62.28848
WarriorIII,136.85893,157.63682,16.28547,7.12784,193.52094,22.97509,175.8474,49.01451
WarriorIII,103.65707,111.71723,41.26273,150.91022,189.89852,103.46435,175.37596,165.51472
WarriorIII,96.43363,146.40968,43.90116,74.63109,198.75759,18.73956,176.51628,0.67939
WarriorIII,78.66174,116.75063,81.21064,34.37218,86.49992,28.23447,13.83917,5.29261
WarriorIII,75.97077,95.66559,69.75547,69.45958,175.73702,50.46517,185.67223,31.11977
WarriorIII,77.01718,86.53994,71.20799,67.35134,173.88848,42.02906,175.32629,197.25448
WarriorIII,70.91937,107.50656,83.1964,57.92183,198.50946,45.64731,178.28041,14.45178
WarriorIII,71.95228,116.66508,80.30058,60.65354,190.10826,27.32199,174.48545,82.49641
WarriorIII,73.02772,115.76478,82.8373,68.29791,191.7283,20.72951,176.04987,73.3089
WarriorIII,77.6192,112.90726,75.65419,97.29745,192.19091,156.10101,177.33834,42.62358
WarriorIII,70.31128,113.53611,76.9543,117.85075,185.75397,53.06639,174.40783,177.35295
WarriorIII,68.28039,118.88255,64.68224,123.56142,184.07888,76.98646,174.05113,173.82664
WarriorIII,72.28337,165.66901,137.25307,161.73753,167.36828,26.93503,168.07123,52.70302
WarriorIII,156.05289,111.89757,161.60705,141.72447,154.70226,31.37039,169.80674,120.12123
WarriorIII,163.72254,131.86294,153.71609,150.86858,147.83215,5.48534,167.33655,80.55419
WarriorIII,189.39235,168.98874,198.51828,165.51853,150.59572,5.9583,166.8153,93.51857
WarriorIII,168.97639,162.71459,157.60672,162.48734,152.8871,95.15799,167.20242,12.29436
WarriorIII,169.04026,161.25293,160.78745,163.41127,146.6024,143.57058,167.08922,33.10396
WarriorIII,172.57057,168.53287,166.79267,168.51295,146.65892,149.24446,165.83894,46.88153
WarriorIII,171.99842,183.12566,174.0673,179.69738,145.52384,171.97782,165.47138,84.8376
WarriorIII,199.35858,178.3374,195.21777,165.31596,136.4945,145.08863,166.58754,54.23824
WarriorIII,171.3923,175.17428,181.61699,165.62606,135.42977,158.8029,163.03871,79.59904
WarriorIII,197.93772,182.86547,192.0788,172.76714,137.53015,150.80326,163.41017,58.48697
WarriorIII,62.13253,169.69542,173.44741,199.39777,174.29038,163.88672,198.62705,190.51523
WarriorIII,177.37513,143.55866,191.30666,167.18062,138.16056,166.76184,167.11706,80.00131
WarriorIII,64.50661,127.6345,193.79129,160.36854,179.07812,160.77226,142.23336,199.34655
WarriorIII,61.38301,167.54337,195.90402,163.49576,198.57889,172.40076,130.15177,167.01556
WarriorIII,56.60654,173.53669,195.07435,49.48069,166.29589,168.18755,173.6442,179.58933
WarriorIII,178.09383,144.08243,164.43891,144.13222,127.86142,156.53334,161.40823,167.6968
WarriorIII,22.60323,49.40813,171.85295,156.37668,195.22179,175.43016,143.58906,158.79471
WarriorIII,24.57886,154.39269,173.07756,34.08379,194.94644,197.94745,147.99234,150.34551
WarriorIII,116.12746,40.88387,191.85975,104.62363,136.3709,159.57799,163.04906,166.38072
WarriorIII,89.73411,32.71794,173.58489,133.72285,142.84412,134.014,169.12889,179.99717
WarriorIII,152.40788,24.39038,140.18452,158.20231,145.32161,129.47009,167.46532,173.20683
WarriorIII,70.62671,37.48683,178.68713,138.28607,142.44227,135.64079,169.23663,175.43696
WarriorIII,94.04008,40.7986,110.45374,105.40898,133.6488,134.53602,154.97309,195.93396
